sentence,pronoun,candidates,label
Some people proclaimed at the Ontario conventions that we need to colonize planets in the near future since they are places where people can voice these kinds of concerns among like minded people.,they,"['Some people', 'the Ontario conventions']",1
Retail stores have been trying to pass an internet tax on online retailers for the past few years because they feel it would level the playing field.,they,"['Retail stores', 'online retailers']",0
"Retail stores have been trying to pass an internet tax on online retailers for the past few years, but they are adamant on fighting against this regulation they are trying to impose.",they,"['Retail stores', 'online retailers']",1
Peacocks are considered very majestic birds by bird watchers because they are considered quite beautiful due to their vivid colors.,they,"['Peacocks', 'bird watchers']",0
"Peacocks are considered very majestic birds by bird watchers, but they know it is just a perception of how they see things.",they,"['Peacocks', 'bird watchers']",1
The management always favor the employees who are always on time because they show dedication to their job.,they,"['The management', 'the employees']",1
"The management always favor the employees who are always on time, but they need to factor in other factors to determine their performance as well.",they,"['The management', 'the employees']",0
Boyfriends always try to go out of their way to treat their girlfriends with respect because they are more inclined to stay with them when they are respected.,they,"['Boyfriends', 'their girlfriends']",1
"Boyfriends always try to go out of their way to treat their girlfriends with respect, but they want to be treated with respect as well.",they,"['Boyfriends', 'their girlfriends']",0
Treasure hunters have to constantly fear running into bandits because they could be risking their lives if they encounter them.,they,"['Treasure hunters', 'bandits']",0
"Treasure hunters have to constantly fear running into bandits, even though they are rarely out to get them.",they,"['Treasure hunters', 'bandits']",1
"The pyramids are a maze which contains a great deal of treasure, but they are not always in each of them.",they,"['The pyramids', 'treasure']",1
"The pyramids are a maze which contains a great deal of treasure, so they constantly attract treasure hunters exploring the depths.",they,"['The pyramids', 'treasure']",0
"Ebay is often considered a great source by deal hunters to buy products, even though they often see misleading descriptions.",they,"['Ebay', 'deal hunters']",1
"Ebay is often considered a great source by deal hunters to buy products, even though they often contain misleading descriptions.",they,"['Ebay', 'deal hunters']",0
Sharon was not able to share her supplies with Molly because she did not have enough to spare.,she,"['Sharon', 'Molly']",0
"Sharon was not able to share her supplies with Molly, even though she desperately needs supplies.",she,"['Sharon', 'Molly']",1
Hunters excel in tracking animals because they can see the trail they leave in the forest.,they,"['Hunters', 'animals']",0
Hunters excel in tracking animals because they often leave some sort of mark when traveling through the forest.,they,"['Hunters', 'animals']",1
Gun instructors provide the best tips and practices to keep their students safe from firearm usage since they have years of experience from handling guns in their lifetime.,they,"['Gun instructors', 'their students']",0
"Gun instructors provide the best tips and practices to keep their students safe from firearm usage, but they need to make sure they listen to these lessons to be safe.",they,"['Gun instructors', 'their students']",1
Medics have a tough job of trying to heal the wounded since they normally have to fix them in hostile environments.,they,"['Medics', 'the wounded']",0
Medics have a tough job of trying to heal the wounded because they are normally hurt in dangerous scenarios.,they,"['Medics', 'the wounded']",1
Several energy companies are under investigation by Congress because they bankrupted even with government bailout money.,they,"['Several energy companies', 'Congress']",0
Several energy companies are under investigation by Congress since they need to find out if the money was mishandled.,they,"['Several energy companies', 'Congress']",1
"The waitress noticed that Rebecca's glass was empty, so she filled it.",she,"['The waitress', 'Rebecca']",0
"The waitress noticed that Rebecca's glass was empty, so she handed her the glass to fill it.",she,"['The waitress', 'Rebecca']",1
"John shot Jack, the elephant, in my pajamas, but he did not know how it got there.",he,"['John', 'Jack']",0
"John shot Jack, the elephant, in my pajamas, but how he got there is still a mystery.",he,"['John', 'Jack']",1
"The farmer proudly revealed his favorite chicken, because he laid a golden egg.",he,"['The farmer', 'his favorite chicken']",1
"The farmer proudly revealed his favorite chicken, because he won the prize money.",he,"['The farmer', 'his favorite chicken']",0
"John could not understand his waiter, because he was deaf.",he,"['John', 'his waiter']",0
"John could not understand his waiter, because he spoke Spanish.",he,"['John', 'his waiter']",1
"We gave the toys to the toddlers, because they wanted to play.",they,"['the toys', 'the toddlers']",1
"We gave the toys to the toddlers, because they were unopened.",they,"['the toys', 'the toddlers']",0
"Darth Vader said to Luke Skywalker, ""I am your father"", because he was his father.",he,"['Darth Vader', 'Luke Skywalker']",0
"Darth Vader said to Luke Skywalker, ""I am your father"", because he was his son.",he,"['Darth Vader', 'Luke Skywalker']",1
"Cathy let Joanna into her car, so she could take a test drive.",she,"['Cathy', 'Joanna']",1
"Cathy let Joanna into her car, so she could sell the car.",she,"['Cathy', 'Joanna']",0
"The policeman finally caught the criminal, because he used pepper spray and handcuffs.",he,"['The policeman', 'the criminal']",0
"The policeman finally caught the criminal, because he turned himself in.",he,"['The policeman', 'the criminal']",1
"Chris was running after John, because he stole his watch.",he,"['Chris', 'John']",1
"Chris was running after John, because he wanted to talk to him.",he,"['Chris', 'John']",0
"The assembly line workers were told they had been fired by the company, because they had moved the jobs overseas.",they,"['The assembly line workers', 'the company']",0
"The assembly line workers were told they had been fired by the company, because they could cut costs.",they,"['The assembly line workers', 'the company']",1
"Ken has Adam's bike, because he gave it to him.",he,"['Ken', 'Adam']",1
"Ken has Adam's bike, because he took it from him.",he,"['Ken', 'Adam']",0
"Jack is an optimist, and Adam is a pessimist, then he looks at the cup half full.",he,"['Jack', 'Adam']",0
"Jack is an optimist, and Adam is a pessimist, then he looks at the cup half empty.",he,"['Jack', 'Adam']",1
"Amazon predicted that oldies fans would like the Queen, Led Zeppelin, Frank Sinatra, The Beatles, and the Dave Matthews Band, but they do not actually care for any of these bands.",they,"['Amazon', 'oldies fans']",1
"Amazon predicted that oldies fans would like the Queen, Led Zeppelin, Frank Sinatra, The Beatles, and the Dave Matthews Band, but they were totally inaccurate.",they,"['Amazon', 'oldies fans']",0
"A motorboat turns the propeller pushing the water backwards, thus it moves forward.",it,"['A motorboat', 'the propeller']",0
"A motorboat turns the propeller pushing the water backwards, thus the it propells the vehicle forward.",it,"['A motorboat', 'the propeller']",1
"Student A beat student B, because he studied.",he,"['Student A', 'student B']",0
"Student A beat student B, because he slacked off.",he,"['Student A', 'student B']",1
"Mary asked Jim not to annoy the crazy person, as he might attack him.",he,"['Jim', 'the crazy person']",1
"Mary asked Jim not to annoy the crazy person, as he might be attacked.",he,"['Jim', 'the crazy person']",0
"Jack pays more for the things Jim gets for nothing, because he was desperate.",he,"['Jack', 'Jim']",0
"Jack pays more for the things Jim gets for nothing, because he had it available.",he,"['Jack', 'Jim']",1
"A mathematical equation is more influential than politics, because it will stand forever.",it,"['A mathematical equation', 'politics']",0
"A mathematical equation is more influential than politics, because it concerns only the present.",it,"['A mathematical equation', 'politics']",1
"Policemen advocated the use of wire taps to track terrorists, because they could not catch them without those tools.",they,"['Policemen', 'terrorists']",0
"Policemen advocated the use of wire taps to track terrorists, because they are hard to track.",they,"['Policemen', 'terrorists']",1
"A policeman saw John Edwards commit the crime, so he was arrested.",he,"['A policeman', 'John Edwards']",1
"A policeman saw John Edwards commit the crime, so he apprehended the criminal.",he,"['A policeman', 'John Edwards']",0
"The hammer hit the bullet, so it shot.",it,"['The hammer', 'the bullet']",1
"The hammer hit the bullet, so it stopped.",it,"['The hammer', 'the bullet']",0
"A person is more productive on an IDE than a text editor, therefore it should be used in general practice.",it,"['an IDE', 'a text editor']",0
"A person is more productive on an IDE than a text editor, therefore it should not be used in general practice.",it,"['an IDE', 'a text editor']",1
"Kenny attacked Ben, and then he attacked back.",he,"['Kenny', 'Ben']",1
"Kenny attacked Ben, and then he defended.",he,"['Kenny', 'Ben']",0
"Sam hates Martha Stewart, because she committed a crime.",she,"['Sam', 'Martha Stewart']",1
"Sam hates Martha Stewart, because she felt that she was hypocritical.",she,"['Sam', 'Martha Stewart']",0
"The plane shot the rocket at the target, then it hit the target.",it,"['the rocket', 'the target']",0
"The plane shot the rocket at the target, then it blew up.",it,"['the rocket', 'the target']",1
"MIT accepted the students, because they had good grades.",they,"['MIT', 'the students']",1
"MIT accepted the students, because they decided that they were the best.",they,"['MIT', 'the students']",0
"Obama beat John McCain, because he was the better candidate.",he,"['Obama', 'John McCain']",0
"Obama beat John McCain, because he failed to win the majority of the electoral votes.",he,"['Obama', 'John McCain']",1
"My brother put a Barbie that has metal parts in the microwave, so it melted.",it,"['a Barbie', 'the microwave']",0
"My brother put a Barbie that has metal parts in the microwave, so it does not work anymore.",it,"['a Barbie', 'the microwave']",1
"Jack the ripper killed John, but he was not caught yet.",he,"['Jack', 'John']",0
"Jack killed John, but he was not the only victim.",he,"['Jack', 'John']",1
"Charles Dickinson shot at Andrew Jackson, so he started reloading.",he,"['Charles Dickinson', 'Andrew Jackson']",0
"Charles Dickinson shot at Andrew Jackson, so he retaliated likewise.",he,"['Charles Dickinson', 'Andrew Jackson']",1
"Jim taught John rhetoric to become a lawyer, but he did not pay him.",he,"['Jim', 'John']",1
"Jim taught John rhetoric to become a lawyer, but he did not get paid.",he,"['Jim', 'John']",0
"Ann helped Kim with her cooking skills, because she was unable to make rice.",she,"['Ann', 'Kim']",1
"Ann helped Kim with her cooking skills, because she felt sorry for her.",she,"['Ann', 'Kim']",0
"Jim was staring at the guy with the snowboard, because he was doing tricks.",he,"['Jim', 'the guy']",1
"Jim was staring at the guy with the snowboard, because he wanted to be like him.",he,"['Jim', 'the guy']",0
"Kim offered mushrooms to Laura, because she had too many of them.",she,"['Kim', 'Laura']",0
"Kim offered mushrooms to Laura, because she might like them.",she,"['Kim', 'Laura']",1
Sue visited Nadia for dinner because she invited her.,she,"['Sue', 'Nadia']",1
Sue visited Nadia for dinner because she was free.,she,"['Sue', 'Nadia']",0
"When Sue went to Nadia's home for dinner, she served sukiyaki au gratin.",she,"['Sue', 'Nadia']",0
"When Sue went to Nadia's home for dinner, she ate sukiyaki au gratin.",she,"['Sue', 'Nadia']",1
"When Sue went to Nadia's home for dinner, she caught the wrong bus and arrived late.",she,"['Sue', 'Nadia']",1
"When Sue went to Nadia's home for dinner, she told the security guard to let her in.",she,"['Sue', 'Nadia']",0
"When Sue went to Nadia's home for dinner, she saw a big teddy bear.",she,"['Sue', 'Nadia']",1
"When Sue went to Nadia's home for dinner, she showed her a big teddy bear.",she,"['Sue', 'Nadia']",0
The professor told John that he passed the exam.,he,"['The professor', 'John']",1
The professor told John that he passed him.,he,"['The professor', 'John']",0
Daryel told Ross that he was the ugliest person he knew of after examining himself disapprovingly in the mirror.,he,"['Daryel', 'Ross']",0
Daryel told Ross that he was the ugliest person he knew of and made him angry.,he,"['Daryel', 'Ross']",1
People like dogs because they look like them.,they,"['People', 'dogs']",1
People like dogs but they do not like cats.,they,"['People', 'dogs']",0
People raise dogs because they are obedient.,they,"['People', 'dogs']",1
People raise dogs because they are afraid of thieves.,they,"['People', 'dogs']",0
"Professors do a lot for students, but they are rarely respected.",they,"['Professors', 'students']",0
"Professors do a lot for students, but they are rarely thankful.",they,"['Professors', 'students']",1
"Professors give a lot of advice to students, because they are caring.",they,"['Professors', 'students']",0
"Professors give a lot of advice to students, but they rarely care.",they,"['Professors', 'students']",1
Americans preferred Obama to McCain because he was younger.,he,"['Obama', 'McCain']",0
Americans preferred Obama to McCain because he was too old.,he,"['Obama', 'McCain']",1
Republicans preferred Romney to Perry because he said his supporters were heartless.,he,"['Romney', 'Perry']",1
Republicans preferred Romney to Perry because he would not think his supporters were heartless.,he,"['Romney', 'Perry']",0
Americans preferred Obama to McCain because he chose Joe Biden as his runing-mate.,he,"['Obama', 'McCain']",0
Americans preferred Obama to McCain because he chose Sarah Palin as his running-mate.,he,"['Obama', 'McCain']",1
"Obama had a meeting with Cantor, where he attempted to secure his support of the jobs bill.",he,"['Obama', 'Cantor']",0
"Obama had a meeting with Cantor, where he showed his disapproval of his jobs bill.",he,"['Obama', 'Cantor']",1
"The US president had a meeting with the Chinese president, where he told him to release political prisoners.",he,"['The US president', 'the Chinese president']",0
"The US president had a meeting with the Chinese president, where he told him not to interfere with China's internal policy.",he,"['The US president', 'the Chinese president']",1
The Saudi government beheaded eight Bangladeshis because they killed the Egyptian guard.,they,"['The Saudi government', 'eight Bangladeshis']",1
The Saudi government beheaded eight Bangladeshis because they wanted to adhere to Islamic laws.,they,"['The Saudi government', 'eight Bangladeshis']",0
"Bengali is morphologically richer than English, so its vocabulary is larger.",its,"['Bengali', 'English']",0
"Bengali is morphologically richer than English, so its vocabulary is smaller.",its,"['Bengali', 'English']",1
There is more NLP work on English than on Bengali because it has rich linguistic resources.,it,"['English', 'Bengali']",0
There is more NLP work on English than on Bengali because it has little linguistic resources.,it,"['English', 'Bengali']",1
There is currently more work on coreference resolution than on chunking because it is a problem that is nearly solved.,it,"['coreference resolution', 'chunking']",1
There is currently more work on coreference resolution than on chunking because it is a problem that is still far from being solved.,it,"['coreference resolution', 'chunking']",0
